TE-MONT 1Ø RED ANTIFRAUDE (MTA-107)';ARMADOS TIPO HIBRIDAS ANTIFRAUDE
TE-MONT 1Ø RED ANTIFRAUDE (MTA-108)';ARMADOS TIPO HIBRIDAS ANTIFRAUDE
TE-MONT 3Ø RED ANTIFRAUDE (MTA-301)';ARMADOS TIPO HIBRIDAS ANTIFRAUDE
TE-MONT 3Ø RED ANTIF(MTA-302)Nº(2/0-4/0)';ARMADOS TIPO HIBRIDAS ANTIFRAUDE
TE-MONT 3Ø RED ANTIF(MTA-303)Nº(2/0-4/0)';ARMADOS TIPO HIBRIDAS ANTIFRAUDE
TE-MONT 3Ø RED ANTIF(MTA-306)';ARMADOS TIPO HIBRIDAS ANTIFRAUDE
TE-MONT (F1 - MT) Nº(2/0 - 4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT (F1 -MT) Nº(336 -477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT (F2- MT) Nº(2/0 - 4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT (F2 - MT) Nº (336 - 477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT (F3 - MT) Nº (2/0 - 4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT (F3 - MT) Nº (336 - 477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT FIN FLOTANTE (F5-MT)(4-1/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT FIN FLOTANTE (F5-MT)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT FIN FLOTANTE (F5-MT)(336-477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT (F1 - MT) Nº(2/0 - 4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT (F1 -MT) Nº(336 -477)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT (F2- MT) Nº(2/0 - 4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT (F2 - MT) Nº (336 - 477)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT (F3 - MT) Nº (2/0 - 4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT (F3 - MT) Nº (336 - 477)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT FIN FLOTANTE (F5-MT)(4-1/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT FIN FLOTANTE (F5-MT)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT FIN FLOTANTE (F5-MT)(2/0-4/0) Doble';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT FIN FLOTANTE (F5-MT)(336-477)';ARMADOS TIPO LINE POST Y POLIMERICO
ALARGADERA ADICIONAL';USO GENERAL
TE-MONT ALINEAMIENTO BT (POSTE 10M-12M) (AL-BT)';ARMADO BT
TE-MONT SUSPENSION BT (BT-102) (SU-BT)';ARMADO BT
TE-MONT SUSPENSION BT EN PUNTA DE CRUCETA (SVAF-BT)';ARMADO BT
TE-MONT SUSPENSION BT EN CRUCETA CON SOPORTE EN L (SV-BT)';ARMADO BT
TE-MONT SUSPENSION BT EN CRUCETA DOBLE CON SOPORTE EN L (SV-BT2)';ARMADO BT
TE-MONT DERIV BT A MED VANO (2/0-2/0)';ARMADO BT
TE-MONT DERIV BT A MED VANO (4/0-4/0)';ARMADO BT
F1-BT';ARMADO BT
F2-BT';ARMADO BT
F4-BT    FINAL DE LINEA EN PINZA';ARMADO BT
F4-BT2   DOBLE ENCABECE CON PINZA';ARMADO BT
TE-MONT PINZA DE RETENCION DOBLE 6/3-8/2';ARMADO BT
F5-BT ';ARMADO BT
TE-MONT DERIV BT (2/0-2/0) EN POSTE (DE-BT)';ARMADO BT
TE-MONT DERIV BT (4/0-4/0) EN POSTE (DE-BT)';ARMADO BT
TE-MONT JUMP AEREO P/TRIPLEX 2/0-2/0AWG';JUMPERS Y CONEXIONES
TE-MONT JUMP AEREO P/TRIPLEX 4/0-4/0AWG N 2/0';JUMPERS Y CONEXIONES
TE-MONT JUMP AEREO P/TRIPLEX 4/0-2/0AWG N 2/0';JUMPERS Y CONEXIONES
TE-MONT CONEX P/TRIPLEX 2/0-2/0AWG';JUMPERS Y CONEXIONES
TE-MONT CONEX P/TRIPLEX 4/0-4/0AWG';JUMPERS Y CONEXIONES
TE-MONT DE SUSP EN VOLADIZO PARA BT';ARMADO BT
TE-MONT PAT EN POSTE INTERIOR (PR-101) CON 14m DE COBRE';PROTECCIONES
TE-MONT PAT EN POSTE INTERIOR (PR-101) CON 12m DE COBRE';PROTECCIONES
TE-MONT PAT EN POSTE INTERIOR (PR-101) CON 10m DE COBRE';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 14m DE COBRE';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 12m DE COBRE';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 12m DE COBRE Flejado';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 10m DE COBRE';PROTECCIONES
TE-MONT PAT EN POSTE INTERIOR (PR-101) CON 14m DE ACERO COBREADO';PROTECCIONES
TE-MONT PAT EN POSTE INTERIOR (PR-101) CON 12m DE ACERO COBREADO';PROTECCIONES
TE-MONT PAT EN POSTE INTERIOR (PR-101) CON 10m DE ACERO COBREADO';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 14m DE ACERO COBREADO';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 12m DE ACERO COBREADO';PROTECCIONES
TE-MONT DE PAT EN POSTE EXT (PR-102) CON 10m DE ACERO COBREADO';PROTECCIONES
PT-101 4/0 (1 DV)';PROTECCIONES
PT-101 2/0 (1 DV)';PROTECCIONES
PT-101 4/0 (2 DV)';PROTECCIONES
PT-101 2/0 (2 DV)';PROTECCIONES
PT-101 4/0 (3 DV)';PROTECCIONES
PT-101 2/0 (3 DV)';PROTECCIONES
PT-101 4/0 (4 DV)';PROTECCIONES
PT-101 2/0 (4 DV)';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 4/0 [PT-101] SIN CU';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 [PT-101] SIN CU';PROTECCIONES
TE-MONT ATERR HERRAJES DE DOBLE TERNA AL NEUTRO 2/0 [PTLB-101] SIN CU';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-101 Ant. Frau';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-102 Ant. Frau';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-103 Ant. Frau';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-104 Ant. Frau';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-101 Ant. Frau SIN CU';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-102 Ant. Frau SIN CU';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-103 Ant. Frau SIN CU';PROTECCIONES
TE-MONT ATERR HERRAJES AL NEUTRO 2/0 PT1-104 Ant. Frau SIN CU';PROTECCIONES
TE-MONT PAT EN POSTE METALICO (POAC-101)';PROTECCIONES
TE-MONT (HA - 100B)';ANCLAJES
TE-MONT (HA - 100A)';ANCLAJES
TE-MONT (HA - 100B) SIN TORNILLO DE SUJECCION EN POSTE';ANCLAJES
TE-MONT (HA - 100A) SIN TORNILLO DE SUJECCION EN POSTE';ANCLAJES
TE-MONT (HA - 106)';ANCLAJES
TE-MONT (HA - 105)';ANCLAJES
TE-MONT (HA - 107)';ANCLAJES
TE-MONT (HA - 108)';ANCLAJES
TE-MONT CABLE DE VIENTO (FV-BT)';ANCLAJES
TE-MONT CABLE DE VIENTO (FV-MT)';ANCLAJES
TE-MONT TUBO Y SOPORTE DE VIENTO VERTICAL CON CABLE DE ACERO (VV-MT + FV-MT)';ANCLAJES
TE-MONT TUBO Y SOPORTE DE VIENTO VERTICAL (VV-MT)';ANCLAJES
TE-MONT ANCLA SIMPLE (AN-S1)';ANCLAJES
TE-MONT ANCLA DOBLE (AN-D1)';ANCLAJES
HA-100B (Cable de 1/2")';ANCLAJES
HA-105 (Cable de 1/2")';ANCLAJES
HA-108 (Cable de 1/2" y 3/8")';ANCLAJES
TE-MONT 1Ø ALIN ANG HASTA 5º (MT-101)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø LINEA ANG (6-25º) (MT-102)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø LN AG(26-60)(MT-103)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø LINEA ANG (45-90º) (MT-104)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø FIN LIN Nº (MT-105) (2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø FIN LIN Nº (MT-105) (336-477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø DOBL TERM Nº(MT-106)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø DOBL TERM Nº(MT-106)(336-447)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø ALIN EN VOLADIZO (MT-108)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø VOLAD ANG(6-25º) (MT-109)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 1Ø ALIN ANG HASTA 5º (MT-101)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø LINEA ANG (6-25º) (MT-102)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø LN AG(26-60)(MT-103)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø LINEA ANG (45-90º) (MT-104)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø FIN LIN Nº (MT-105) (2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø FIN LIN Nº (MT-105) (336-477)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø DOBL TERM Nº(MT-106)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø DOBL TERM Nº(MT-106)(336-447)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø ALIN EN VOLADIZO (MT-108)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø VOLAD ANG(6-25º) (MT-109)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø ALIN EN VOLADIZO (MT-108) CRUCETA 6'';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 1Ø VOLAD ANG(6-25º) (MT-109) CRUCETA 6'';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ALIN CON ANG HASTA 5º(MT-301)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø LIN ANG (6-25º)(MT-302)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(2/0-4/0) C8';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(336-477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(336-477) C8';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø FIN LIN Nº (MT-307)(2/0-4/0) C6';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø FIN LIN Nº (MT-307)(2/0-4/0) C8';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø FIN LIN Nº (MT-307)(336-447) C6';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø FIN LIN Nº (MT-307)(336-447) C8';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERM Nº(MT-316)(2/0-4/0) C6';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERM Nº(MT-316)(2/0-4/0) C8';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERM Nº(MT-316)(2/0-4/0) C8 EA-MT (TERNA INFERIOR)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERM (MT-316)Nº(336-477) C6';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERM Nº(MT-316)(336-477) C8';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERM Nº(MT-316)(336-477) C8 EC-MT';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø ALIN EN VOLADIZO (MT-319)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø AL VOLAD CRUC DE 6' (MT-321)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø VOLAD LIN ANG(6-25º)(MT-322)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBLE TER LIN (0-5º)(LB-601)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBLE TERN LIN(6-25º)(LB-603)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBLE TERN (26-60º)(LB 606)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERN LIN(61-90º)(LB-607)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBLE TERN ALN VOLAD (LB-608)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOB TER (6-25º) VOLAD(LB-610)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOB TERNA (LB-611) (2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø DOBL TERNA (LB-611) (336-477)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 3Ø ALIN CON ANG HASTA 5º(MT-301)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ALIN CON ANG HASTA 5º(MT-301) CON EA-MT';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø LIN ANG (6-25º)(MT-302)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(2/0-4/0) C8';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(336-477)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ANG(61-90)Nº(MT-305)(336-477) C8';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø FIN LIN Nº (MT-307)(2/0-4/0) C6';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø FIN LIN Nº (MT-307)(2/0-4/0) C8';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø FIN LIN Nº (MT-307)(336-447) C6';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø FIN LIN Nº (MT-307)(336-447) C8';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERM Nº(MT-316)(2/0-4/0) C6';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERM Nº(MT-316)(2/0-4/0) C8';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERM Nº(MT-316)(2/0-4/0) C8 EA-MT (TERNA INFERIOR)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERM (MT-316)Nº(336-477) C6';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERM Nº(MT-316)(336-477) C8';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERM Nº(MT-316)(336-477) C8 EA-MT (TERNA INFERIOR)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø ALIN EN VOLADIZO (MT-319)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø AL VOLAD CRUC DE 6' (MT-321)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø VOLAD LIN ANG(6-25º)(MT-322)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBLE TER LIN (0-5º)(LB-601)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBLE TERN LIN(6-25º)(LB-603)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBLE TERN (26-60º)(LB 606)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERN LIN(61-90º)(LB-607)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBLE TERN ALN VOLAD (LB-608)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOB TER (6-25º) VOLAD(LB-610)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOB TERNA (LB-611) (2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø DOBL TERNA (LB-611) (336-477)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø ALIN ANG (0º- 5º)( MT-201)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø LIN CON ANG (6-25º)(MT-202)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø LIN ANG (26-60º)( MT-203)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø LIN CON ANG (61-90º)( MT-204)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø ANG (61-90º)(MT-205)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø FIN LIN VERT(MT-206)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø FIN HOR (MT-207)(2/0-4/0)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø DOBLE TERM VERT (MT-212)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø DOBLE TERM HORIZ (MT-213)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø ALIN ANG HASTA 5º (MT-216)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø VOLAD LIN ANG (6-25º)(MT-217)';ARMADOS TIPO PIN Y CAMPANA
TE-MONT 2Ø ALIN ANG (0º- 5º)( MT-201)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø LIN CON ANG (6-25º)(MT-202)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø LIN ANG (26-60º)( MT-203)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø LIN CON ANG (61-90º)( MT-204)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø ANG (61-90º)(MT-205)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø FIN LIN VERT(MT-206)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø FIN HOR (MT-207)(2/0-4/0)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø DOBLE TERM VERT (MT-212)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø DOBLE TERM HORIZ (MT-213)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø ALIN ANG HASTA 5º (MT-216)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 2Ø VOLAD LIN ANG (6-25º)(MT-217)';ARMADOS TIPO LINE POST Y POLIMERICO
TE-MONT 3Ø 34.5 KV (MT-301)';ARMADOS 34.5 KV
TE-MONT 3Ø 34.5 KV (MT-302)';ARMADOS 34.5 KV
TE-MONT 3Ø 34.5 KV (MT-305) Nº (2/0-4/0)';ARMADOS 34.5 KV
